customer_id,customer_name,city,state,customer_segment
C0937,Ananya Rao,Mumbai,Maharashtra,Consumer
C0938,Ananya Reddy,Kochi,Kerala,Consumer
C0939,Kiran Kumar,Lucknow,Uttar Pradesh,Corporate
C0940,Divya Das,Ahmedabad,Gujarat,Consumer
C0941,Nikhil Das,Delhi,Delhi,Corporate
C0942,Sneha Joshi,Kolkata,West Bengal,Small Business
C0943,Isha Reddy,Delhi,Delhi,Consumer
C0944,Varun Kapoor,Kolkata,West Bengal,Corporate
C0945,Amit Iyer,Lucknow,Uttar Pradesh,Consumer
C0946,Riya Rao,Chandigarh,Chandigarh,Consumer
C0947,Priya Bhat,Mumbai,Maharashtra,Corporate
C0948,Riya Kumar,Kochi,Kerala,Consumer
C0949,Nikhil Das,Pune,Maharashtra,Corporate
C0950,Neha Singh,Delhi,Delhi,Consumer
C0951,Nikhil Kumar,Delhi,Delhi,Corporate
C0952,Riya Joshi,Jaipur,Rajasthan,Small Business
C0953,Meera Verma,Kolkata,West Bengal,Small Business
C0954,Rohan Das,Chennai,Tamil Nadu,Corporate
C0955,Amit Kapoor,Chandigarh,Chandigarh,Corporate
C0956,Ananya Mehta,Kochi,Kerala,Consumer
C0957,Rahul Das,Kolkata,West Bengal,Corporate
C0958,Divya Sharma,Jaipur,Rajasthan,Consumer
C0959,Isha Nair,Bengaluru,Karnataka,Consumer
C0960,Rahul Kumar,Kolkata,West Bengal,Consumer
C0961,Kiran Nair,Pune,Maharashtra,Small Business
C0962,Kavya Verma,Kochi,Kerala,Consumer
C0963,Varun Singh,Chandigarh,Chandigarh,Consumer
C0964,Varun Verma,Jaipur,Rajasthan,Consumer
C0965,Divya Rao,Bengaluru,Karnataka,Corporate
C0966,Neha Das,Hyderabad,Telangana,Corporate
C0967,Rohan Nair,Jaipur,Rajasthan,Consumer
C0968,Arjun Singh,Hyderabad,Telangana,Consumer
C0969,Neha Iyer,Kochi,Kerala,Corporate
C0970,Rohan Kapoor,Delhi,Delhi,Consumer
C0971,Nikhil Bhat,Jaipur,Rajasthan,Consumer
C0972,Neha Patel,Mumbai,Maharashtra,Corporate
C0973,Isha Joshi,Hyderabad,Telangana,Corporate
C0974,Riya Kumar,Pune,Maharashtra,Consumer
C0975,Divya Patel,Mumbai,Maharashtra,Corporate
C0976,Kiran Reddy,Ahmedabad,Gujarat,Corporate
C0977,Aditya Reddy,Ahmedabad,Gujarat,Consumer
C0978,Kavya Verma,Bengaluru,Karnataka,Small Business
C0979,Neha Kumar,Chandigarh,Chandigarh,Corporate
C0980,Aarav Joshi,Delhi,Delhi,Corporate
C0981,Aarav Iyer,Kochi,Kerala,Corporate
C0982,Neha Singh,Jaipur,Rajasthan,Consumer
C0983,Pooja Verma,Chennai,Tamil Nadu,Consumer
C0984,Arjun Nair,Pune,Maharashtra,Consumer
C0985,Sneha Bhat,Hyderabad,Telangana,Consumer
C0986,Varun Mehta,Kochi,Kerala,Consumer
C0987,Divya Verma,Mumbai,Maharashtra,Small Business
C0988,Meera Iyer,Lucknow,Uttar Pradesh,Corporate
C0989,Pooja Sharma,Ahmedabad,Gujarat,Corporate
C0990,Aditya Iyer,Lucknow,Uttar Pradesh,Small Business
C0991,Aditya Patel,Pune,Maharashtra,Corporate
C0992,Priya Joshi,Chennai,Tamil Nadu,Consumer
C0993,Sneha Rao,Jaipur,Rajasthan,Consumer
C0994,Arjun Mehta,Bengaluru,Karnataka,Consumer
C0995,Rahul Sharma,Chennai,Tamil Nadu,Corporate
C0996,Priya Mehta,Pune,Maharashtra,Consumer
C0997,Riya Patel,Chennai,Tamil Nadu,Corporate
C0998,Arjun Reddy,Pune,Maharashtra,Consumer
C0999,Rohan Nair,Pune,Maharashtra,Corporate
C1000,Sneha Patel,Kolkata,West Bengal,Corporate
C1001,Sneha Reddy,Hyderabad,Telangana,Corporate
C1002,Divya Mehta,Lucknow,Uttar Pradesh,Small Business
C1003,Vikram Patel,Ahmedabad,Gujarat,Corporate
C1004,Nikhil Joshi,Kolkata,West Bengal,Small Business
C1005,Divya Mehta,Jaipur,Rajasthan,Small Business
C1006,Ananya Kumar,Kolkata,West Bengal,Corporate
C1007,Rahul Joshi,Delhi,Delhi,Corporate
C1008,Pooja Singh,Delhi,Delhi,Consumer
C1009,Aarav Singh,Ahmedabad,Gujarat,Consumer
C1010,Rahul Nair,Chennai,Tamil Nadu,Consumer
C1011,Ananya Mehta,Hyderabad,Telangana,Consumer
C1012,Varun Kapoor,Ahmedabad,Gujarat,Consumer
C1013,Kavya Rao,Pune,Maharashtra,Small Business
C1014,Vikram Mehta,Mumbai,Maharashtra,Small Business
C1015,Pooja Kumar,Hyderabad,Telangana,Corporate
C1016,Amit Singh,Chandigarh,Chandigarh,Consumer
C1017,Divya Verma,Lucknow,Uttar Pradesh,Consumer
C1018,Nikhil Verma,Hyderabad,Telangana,Consumer
C1019,Rahul Sharma,Pune,Maharashtra,Consumer
C1020,Riya Gupta,Pune,Maharashtra,Consumer
C1021,Pooja Patel,Bengaluru,Karnataka,Consumer
C1022,Ananya Reddy,Ahmedabad,Gujarat,Small Business
C1023,Neha Das,Pune,Maharashtra,Corporate
C1024,Nikhil Iyer,Delhi,Delhi,Consumer
C1025,Sneha Mehta,Jaipur,Rajasthan,Consumer
C1026,Riya Joshi,Mumbai,Maharashtra,Consumer
C1027,Aarav Das,Lucknow,Uttar Pradesh,Consumer
C1028,Rahul Nair,Ahmedabad,Gujarat,Small Business
C1029,Nikhil Kumar,Kochi,Kerala,Consumer
C1030,Nikhil Kapoor,Delhi,Delhi,Consumer
C1031,Rahul Mehta,Chandigarh,Chandigarh,Consumer
C1032,Meera Nair,Chennai,Tamil Nadu,Consumer
C1033,Meera Nair,Pune,Maharashtra,Corporate
C1034,Divya Sharma,Kochi,Kerala,Corporate
C1035,Kiran Mehta,Pune,Maharashtra,Corporate
C1036,Rahul Joshi,Hyderabad,Telangana,Consumer
C1037,Aditya Kapoor,Delhi,Delhi,Consumer
C1038,Kavya Reddy,Hyderabad,Telangana,Consumer
C1039,Aarav Kumar,Bengaluru,Karnataka,Small Business
C1040,Ananya Das,Hyderabad,Telangana,Consumer
C1041,Meera Kumar,Bengaluru,Karnataka,Consumer
C1042,Meera Nair,Chandigarh,Chandigarh,Corporate
C1043,Neha Bhat,Bengaluru,Karnataka,Corporate
C1044,Rahul Reddy,Kochi,Kerala,Consumer
C1045,Meera Verma,Pune,Maharashtra,Consumer
C1046,Riya Sharma,Chennai,Tamil Nadu,Consumer
C1047,Neha Das,Lucknow,Uttar Pradesh,Small Business
C1048,Meera Rao,Hyderabad,Telangana,Consumer
C1049,Sneha Iyer,Lucknow,Uttar Pradesh,Small Business
C1050,Pooja Mehta,Delhi,Delhi,Consumer
C1051,Varun Bhat,Bengaluru,Karnataka,Small Business
C1052,Varun Reddy,Pune,Maharashtra,Corporate
C1053,Isha Reddy,Mumbai,Maharashtra,Consumer
C1054,Rohan Joshi,Ahmedabad,Gujarat,Small Business
C1055,Riya Gupta,Kochi,Kerala,Consumer
C1056,Kiran Bhat,Chennai,Tamil Nadu,Small Business
C1057,Rohan Verma,Kolkata,West Bengal,Corporate
C1058,Varun Kapoor,Kochi,Kerala,Consumer
C1059,Riya Bhat,Chandigarh,Chandigarh,Corporate
C1060,Sneha Singh,Mumbai,Maharashtra,Small Business
C1061,Priya Das,Ahmedabad,Gujarat,Consumer
C1062,Amit Bhat,Mumbai,Maharashtra,Consumer
C1063,Rohan Sharma,Hyderabad,Telangana,Corporate
C1064,Riya Mehta,Bengaluru,Karnataka,Corporate
C1065,Meera Verma,Chennai,Tamil Nadu,Consumer
C1066,Rahul Mehta,Jaipur,Rajasthan,Consumer
C1067,Meera Bhat,Bengaluru,Karnataka,Consumer
C1068,Rohan Nair,Jaipur,Rajasthan,Consumer
C1069,Priya Joshi,Lucknow,Uttar Pradesh,Consumer
C1070,Neha Patel,Ahmedabad,Gujarat,Small Business
C1071,Rohan Gupta,Pune,Maharashtra,Consumer
C1072,Meera Kumar,Kolkata,West Bengal,Corporate
C1073,Rohan Das,Delhi,Delhi,Consumer
C1074,Pooja Gupta,Bengaluru,Karnataka,Consumer
C1075,Amit Bhat,Chennai,Tamil Nadu,Consumer
C1076,Divya Reddy,Chandigarh,Chandigarh,Consumer
C1077,Vikram Bhat,Chandigarh,Chandigarh,Corporate
C1078,Kavya Singh,Mumbai,Maharashtra,Small Business
C1079,Arjun Nair,Chennai,Tamil Nadu,Corporate
C1080,Arjun Reddy,Ahmedabad,Gujarat,Small Business
C1081,Divya Sharma,Lucknow,Uttar Pradesh,Small Business
C1082,Rohan Gupta,Jaipur,Rajasthan,Corporate
C1083,Rohan Nair,Mumbai,Maharashtra,Corporate
C1084,Rahul Sharma,Chandigarh,Chandigarh,Corporate
C1085,Ananya Das,Delhi,Delhi,Consumer
C1086,Aarav Das,Delhi,Delhi,Corporate
C1087,Aditya Iyer,Bengaluru,Karnataka,Consumer
C1088,Nikhil Das,Ahmedabad,Gujarat,Corporate
C1089,Divya Kumar,Pune,Maharashtra,Corporate
C1090,Divya Bhat,Chandigarh,Chandigarh,Consumer
C1091,Nikhil Kapoor,Ahmedabad,Gujarat,Consumer
C1092,Rohan Reddy,Lucknow,Uttar Pradesh,Small Business
C1093,Riya Gupta,Jaipur,Rajasthan,Corporate
C1094,Neha Singh,Chennai,Tamil Nadu,Consumer
C1095,Varun Kumar,Chandigarh,Chandigarh,Corporate
C1096,Riya Mehta,Delhi,Delhi,Corporate
C1097,Varun Nair,Chennai,Tamil Nadu,Consumer
C1098,Kiran Joshi,Chennai,Tamil Nadu,Small Business
C1099,Priya Kumar,Chennai,Tamil Nadu,Corporate
C1100,Divya Gupta,Delhi,Delhi,Consumer
C1101,Rahul Kumar,Lucknow,Uttar Pradesh,Corporate
C1102,Divya Patel,Kochi,Kerala,Small Business
C1103,Ananya Verma,Hyderabad,Telangana,Consumer
C1104,Rohan Sharma,Jaipur,Rajasthan,Consumer
C1105,Neha Iyer,Kochi,Kerala,Consumer
C1106,Sneha Kumar,Jaipur,Rajasthan,Corporate
C1107,Kavya Sharma,Mumbai,Maharashtra,Corporate
C1108,Divya Kumar,Ahmedabad,Gujarat,Corporate
C1109,Neha Reddy,Ahmedabad,Gujarat,Small Business
C1110,Isha Sharma,Kolkata,West Bengal,Corporate
C1111,Aditya Sharma,Ahmedabad,Gujarat,Consumer
C1112,Rahul Das,Delhi,Delhi,Consumer
C1113,Meera Reddy,Pune,Maharashtra,Consumer
C1114,Pooja Gupta,Bengaluru,Karnataka,Consumer
C1115,Riya Das,Kolkata,West Bengal,Corporate
C1116,Amit Gupta,Bengaluru,Karnataka,Small Business
C1117,Sneha Sharma,Jaipur,Rajasthan,Consumer
C1118,Meera Sharma,Bengaluru,Karnataka,Consumer
C1119,Neha Verma,Bengaluru,Karnataka,Corporate
C1120,Riya Joshi,Kolkata,West Bengal,Consumer
C1121,Aarav Rao,Mumbai,Maharashtra,Consumer
C1122,Kiran Singh,Chennai,Tamil Nadu,Consumer
C1123,Amit Bhat,Ahmedabad,Gujarat,Consumer
C1124,Isha Verma,Ahmedabad,Gujarat,Small Business
C1125,Rohan Mehta,Delhi,Delhi,Consumer
C1126,Arjun Sharma,Kolkata,West Bengal,Consumer
C1127,Rohan Sharma,Delhi,Delhi,Consumer
C1128,Varun Verma,Pune,Maharashtra,Small Business
C1129,Kiran Iyer,Pune,Maharashtra,Consumer
C1130,Rohan Iyer,Delhi,Delhi,Consumer
C1131,Aditya Verma,Kolkata,West Bengal,Consumer
C1132,Meera Reddy,Delhi,Delhi,Consumer
C1133,Vikram Gupta,Ahmedabad,Gujarat,Consumer
C1134,Meera Gupta,Kochi,Kerala,Corporate
C1135,Aarav Das,Hyderabad,Telangana,Consumer
C1136,Divya Reddy,Bengaluru,Karnataka,Consumer
C1137,Divya Das,Hyderabad,Telangana,Corporate
C1138,Neha Gupta,Kolkata,West Bengal,Consumer
C1139,Aditya Joshi,Lucknow,Uttar Pradesh,Consumer
C1140,Pooja Sharma,Hyderabad,Telangana,Consumer
C1141,Aditya Rao,Pune,Maharashtra,Small Business
C1142,Kiran Joshi,Jaipur,Rajasthan,Consumer
C1143,Arjun Das,Bengaluru,Karnataka,Small Business
C1144,Meera Iyer,Chennai,Tamil Nadu,Corporate
C1145,Aditya Kapoor,Lucknow,Uttar Pradesh,Consumer
C1146,Amit Kapoor,Kolkata,West Bengal,Small Business
C1147,Riya Patel,Bengaluru,Karnataka,Consumer
C1148,Kavya Patel,Hyderabad,Telangana,Consumer
C1149,Priya Bhat,Pune,Maharashtra,Corporate
C1150,Aarav Kapoor,Mumbai,Maharashtra,Corporate
C1151,Priya Patel,Kochi,Kerala,Corporate
C1152,Arjun Reddy,Chennai,Tamil Nadu,Consumer
C1153,Nikhil Joshi,Lucknow,Uttar Pradesh,Consumer
C1154,Neha Nair,Kochi,Kerala,Corporate
C1155,Amit Sharma,Bengaluru,Karnataka,Consumer
C1156,Divya Rao,Pune,Maharashtra,Consumer
C1157,Varun Kapoor,Pune,Maharashtra,Consumer
C1158,Rohan Iyer,Hyderabad,Telangana,Consumer
C1159,Ananya Kapoor,Ahmedabad,Gujarat,Small Business
C1160,Rohan Rao,Hyderabad,Telangana,Consumer
C1161,Ananya Reddy,Ahmedabad,Gujarat,Small Business
C1162,Vikram Gupta,Ahmedabad,Gujarat,Consumer
C1163,Isha Bhat,Chennai,Tamil Nadu,Corporate
C1164,Kavya Reddy,Hyderabad,Telangana,Consumer
C1165,Rohan Mehta,Chandigarh,Chandigarh,Consumer
C1166,Kiran Joshi,Mumbai,Maharashtra,Consumer
C1167,Rahul Nair,Lucknow,Uttar Pradesh,Consumer
C1168,Sneha Verma,Delhi,Delhi,Consumer
C1169,Ananya Gupta,Delhi,Delhi,Small Business
C1170,Sneha Reddy,Hyderabad,Telangana,Corporate
C1171,Pooja Bhat,Hyderabad,Telangana,Consumer
C1172,Neha Patel,Kochi,Kerala,Consumer
C1173,Amit Mehta,Lucknow,Uttar Pradesh,Consumer
C1174,Divya Reddy,Lucknow,Uttar Pradesh,Consumer
C1175,Vikram Sharma,Chennai,Tamil Nadu,Corporate
C1176,Aditya Kapoor,Hyderabad,Telangana,Small Business
C1177,Arjun Singh,Lucknow,Uttar Pradesh,Consumer
C1178,Amit Kapoor,Kochi,Kerala,Consumer
C1179,Sneha Joshi,Ahmedabad,Gujarat,Consumer
C1180,Vikram Patel,Pune,Maharashtra,Corporate
C1181,Priya Reddy,Pune,Maharashtra,Consumer
C1182,Aditya Iyer,Ahmedabad,Gujarat,Corporate
C1183,Rohan Singh,Kolkata,West Bengal,Corporate
C1184,Sneha Rao,Kochi,Kerala,Consumer
C1185,Divya Patel,Lucknow,Uttar Pradesh,Corporate
C1186,Rahul Reddy,Chandigarh,Chandigarh,Consumer
C1187,Divya Kapoor,Kochi,Kerala,Corporate
C1188,Rohan Kapoor,Ahmedabad,Gujarat,Consumer
C1189,Neha Verma,Mumbai,Maharashtra,Consumer
C1190,Pooja Rao,Jaipur,Rajasthan,Small Business
C1191,Priya Joshi,Bengaluru,Karnataka,Small Business
C1192,Aarav Das,Ahmedabad,Gujarat,Corporate
C1193,Kiran Patel,Chandigarh,Chandigarh,Consumer
C1194,Arjun Iyer,Lucknow,Uttar Pradesh,Corporate
C1195,Priya Singh,Chandigarh,Chandigarh,Consumer
C1196,Aarav Sharma,Chandigarh,Chandigarh,Small Business
C1197,Nikhil Nair,Hyderabad,Telangana,Consumer
C1198,Varun Gupta,Hyderabad,Telangana,Small Business
C1199,Isha Joshi,Chennai,Tamil Nadu,Small Business
C1200,Kavya Joshi,Ahmedabad,Gujarat,Corporate
